Course_Name,rating,topics covered,Designed for,Certification Type,Duration
Web Design for Everybody: Basics of Web Development & Coding,4.7,"[' Front-End Web Development, HTML and CSS, Web Design, Web Development, Web Development Tools, Computer Programming, Semantic Web, User Experience Design, Full-Stack Web Development, Interactive Design, Programming Principles, Computer Programming Tools, Visual Design, Javascript, Other Web Frameworks, Computational Logic, Design and Product, Media Strategy & Planning, Strategy']",Beginner , Specialization , 3 - 6 Months
IBM z/OS Mainframe Practitioner,4.7,"[' Operating Systems, System Programming, Computer Programming, Computer Programming Tools, Computer Architecture, Data Management, Theoretical Computer Science, Databases, Operations Management, Software-Defined Networking, User Experience']",Intermediate , Professional Certificate , 1 - 3 Months
Sports Performance Analytics,4.5,"[' Data Analysis, Python Programming, Statistical Analysis, General Statistics, Probability & Statistics, Statistical Programming, Regression, Exploratory Data Analysis, Statistical Tests, Basic Descriptive Statistics, Correlation And Dependence, Machine Learning Algorithms']",Intermediate , Specialization , 3 - 6 Months
Object-Oriented Data Structures in C++,4.7,"[' C Programming Language Family, Computer Programming, Data Structures, Theoretical Computer Science']",Intermediate , Course , 1 - 4 Weeks
Microsoft Azure Data Fundamentals DP-900 Exam Prep,4.6,"[' Data Management, Databases, Microsoft Azure, Cloud Computing, SQL, Big Data, Data Analysis, Database Application, Data Architecture, Data Warehousing, Cloud Storage, Data Structures, Data Visualization, Extract, Transform, Load, Leadership and Management, NoSQL, Data Analysis Software, Data Visualization Software, Database Administration, Cloud Infrastructure, Cloud Management, Cloud Platforms, Database Theory, PostgreSQL']",Beginner , Specialization , 3 - 6 Months
Customer Service Fundamentals,4.8,"[' Communication, Customer Support, Leadership and Management, Problem Solving, Customer Relationship Management, Customer Success, Strategy, Adaptability, Critical Thinking, Human Learning']",Beginner , Course , 1 - 4 Weeks
Introduction to Clinical Data,4.7,"[' Data Analysis, Data Mining']",Beginner , Course , 1 - 3 Months
Digital Product Management: Modern Fundamentals,4.7,"[' Product Management, Leadership and Management, Planning, Product Strategy, Strategy']",Beginner , Course , 1 - 4 Weeks
ØªØ­ÙÙÙØ§Øª Ø§ÙØ¨ÙØ§ÙØ§Øª ÙÙ Google,4.7,"[' Computer Programming, Problem Solving, Python Programming, Programming Principles, Computer Programming Tools, Algebra, Computational Thinking, Exploratory Data Analysis, Mathematics, Data Analysis, Process Analysis, Differential Equations, Theoretical Computer Science, Critical Thinking, Data Analysis Software, Data Visualization, Databases, Decision Making, People Analysis, SQL, Communication']",Beginner , Professional Certificate , 3 - 6 Months
Managing Cybersecurity,4.8,"[' Security Engineering, System Security, Risk Management, Computer Security Incident Management, Leadership and Management, Security Strategy, Network Security, Strategy, Cyberattacks, Strategy and Operations, Computer Security Models, Software Security, Security Software, Computer Networking, Planning, Business Analysis, Network Architecture, Operating Systems, Networking Hardware, Organizational Development, Operations Management, Cryptography, Network Model, Project Management, Systems Design']",Beginner , Specialization , 3 - 6 Months
AI Strategy and Governance,4.8,"[' Machine Learning, Data Analysis, Applied Machine Learning, Business Transformation, Decision Making, Human Learning, Machine Learning Algorithms, Regulations and Compliance, Strategy']",Beginner , Course , 1 - 4 Weeks
Nuts and Bolts of U.S. Immigration Law,4.9,[],Intermediate , Course , 1 - 4 Weeks
Introduction to Software Engineering,4.7,"[' Software Engineering, Computer Programming, Software Engineering Tools, Application Development, Programming Principles, Software Architecture, Agile Software Development, Communication, Product Management, User Experience Design, Python Programming']",Beginner , Course , 1 - 3 Months
Healthcare IT Support,4.7,"[' Critical Thinking, Problem Solving, Communication, Customer Support']",Beginner , Specialization , 3 - 6 Months
Excel/VBA for Creative Problem Solving,4.8,"[' Spreadsheet Software, Computer Programming, Problem Solving, Microsoft Excel, Programming Principles, Data Analysis, Critical Thinking, Algorithms, Computer Programming Tools, Computational Logic, Computational Thinking, Extract, Transform, Load']",Beginner , Specialization , 3 - 6 Months
Marketing with TikTok,4.7,"[' Marketing, Social Media, Digital Marketing, Media Strategy & Planning, Advertising Sales, Media Production, E-Commerce, Sales, Strategy, Market Analysis']",Beginner , Specialization , 1 - 3 Months
Introduction to Engineering Mechanics,4.8,[],Mixed , Course , 1 - 3 Months
Foundational Finance for Strategic Decision Making,4.7,"[' Finance, Financial Analysis, Financial Management, Investment Management, Decision Making, Leadership and Management, Business Analysis, Critical Thinking, Financial Accounting, Payments, Accounting, Market Analysis, Microsoft Excel, Planning, Problem Solving, Strategy and Operations, Mathematics']",Beginner , Specialization , 3 - 6 Months
Introduction to Spreadsheets and Models,4.2,"[' Data Analysis, Forecasting, General Statistics, Microsoft Excel, Spreadsheet Software, Statistical Analysis, Basic Descriptive Statistics, Business Analysis, Statistical Tests, Mathematics, Computer Programming']",Mixed , Course , 1 - 4 Weeks
Achieving Personal and Professional Success,4.7,"[' Communication, Critical Thinking, Human Learning, People Analysis, Professional Development, Leadership Development, Leadership and Management, Decision Making, Emotional Intelligence, People Development, Adaptability, Negotiation, Influencing, Innovation']",Beginner , Specialization , 3 - 6 Months
CAD and Digital Manufacturing,4.7,"[' Design and Product, Product Design, Feature Engineering, Computer Graphics, Interactive Design, Computer Graphic Techniques, Graphics Software, Research and Design, Software Engineering Tools, Graphic Design, Visualization (Computer Graphics), Hardware Design, Product Development, Geometry, User Experience Design, Software Visualization, Strategy and Operations, Communication, Product Management, System Software, Systems Design, Collaboration, Computer Programming, Other Cloud Platforms and Tools']",Intermediate , Specialization , 3 - 6 Months
Unilever Digital Marketing Analyst,4.8,"[' Digital Marketing, Machine Learning, Marketing']",Beginner , Professional Certificate , 3 - 6 Months
Terrorism and Counterterrorism: Comparing Theory and Practice,4.8,[],Beginner , Course , 1 - 3 Months
Marketing Analytics,4.7,"[' Business Analysis, Data Analysis, Market Analysis, Marketing, Brand Management, Customer Analysis, Customer Relationship Management, Strategy, Probability & Statistics, Product Strategy, Regression']",Beginner , Course , 1 - 3 Months
Advanced Machine Learning on Google Cloud,4.5,"[' Machine Learning, Google Cloud Platform, Applied Machine Learning, Human Learning, Machine Learning Algorithms, Natural Language Processing, Machine Learning Software, Cloud Computing, Artificial Neural Networks, Tensorflow, Cloud Platforms']",Advanced , Specialization , 3 - 6 Months
Omnichannel Retail Strategy,4.7,"[' Leadership and Management, Strategy, Retail Store Operations, E-Commerce, Marketing, Retail Sales, Sales, Strategy and Operations, Brand Management, Human Resources, Organizational Development, Supply Chain Systems, Supply Chain and Logistics, Data Analysis, Human Resources Operations, People Development, Performance Management, Talent Management, Operations Management, People Analysis, Product Strategy, Compensation']",Beginner , Specialization , 1 - 3 Months
Introduction to Calculus,4.8,"[' Algebra, Calculus, Mathematical Theory & Analysis, Mathematics, Problem Solving, Computational Logic, Critical Thinking, Differential Equations, Plot (Graphics), Geometry']",Intermediate , Course , 1 - 3 Months
International Humanitarian Law in Theory and Practice,4.8,[],Beginner , Course , 1 - 3 Months
Professional Skills for the Workplace,4.7,"[' Leadership and Management, Communication, Emotional Intelligence, Professional Development, Collaboration, Problem Solving, Critical Thinking, People Development, Business Psychology, Strategy and Operations, Adaptability, People Analysis, Strategy, Resilience, Entrepreneurship, Planning']",Beginner , Specialization , 3 - 6 Months
Artificial Intelligence: an Overview,4.5,"[' Machine Learning, Leadership and Management, Algorithms, Machine Learning Algorithms, Human Computer Interaction, Human Learning, Regulations and Compliance, Reinforcement Learning, Computational Thinking, Critical Thinking, Strategy, Planning']",Beginner , Specialization , 3 - 6 Months
IBM Mainframe Developer,4.6,"[' Computer Programming, Other Programming Languages, Software Engineering, Theoretical Computer Science, Computer Architecture']",Intermediate , Professional Certificate , 3 - 6 Months
Introduction to Technical Writing,3.9,[' Writing'],Beginner , Course , 1 - 4 Weeks
Natural Language Processing with Probabilistic Models,4.7,"[' Machine Learning, Natural Language Processing, Python Programming, Statistical Programming, Statistical Machine Learning']",Intermediate , Course , 1 - 4 Weeks
Microsoft Windows Defender and Firewall for Beginners,4.1,[],Beginner , Guided Project , Less Than 2 Hours
"Aspectos bÃ¡sicos: Datos, datos, en todas partes",4.8,"[' Data Analysis, Databases, Business Analysis, Data Management, Exploratory Data Analysis, Process Analysis, Data Structures, SQL, Spreadsheet Software, Strategy, Microsoft Excel']",Beginner , Course , 1 - 3 Months
AI Applications in People Management,4.7,"[' Leadership and Management, Machine Learning, People Management, Algorithms, Applied Machine Learning, Human Resources, Machine Learning Algorithms, People Analysis, Decision Making']",Mixed , Course , 1 - 4 Weeks
Equine Welfare and Management,4.9,[],Beginner , Course , 1 - 3 Months
An Introduction to American Law,4.8,[],Beginner , Course , 1 - 3 Months
Using Public Policy for Social Change,5.0,[' Problem Solving'],Beginner , Course , 1 - 4 Weeks
Positive Psychology: Martin E. P. Seligmanâs Visionary Science,4.9,[],Beginner , Course , 1 - 4 Weeks
Renewable Energy,4.8,"[' Strategy and Operations, Leadership and Management, Planning, Systems Design, Project Management, Operations Management, Critical Thinking, Market Research, Operational Analysis, Strategy, Supply Chain and Logistics, Feature Engineering, General Statistics, Innovation, Operating Systems, Research and Design, Benefits, Change Management, Probability & Statistics, Problem Solving, Product Strategy, Application Development, Finance, Financial Analysis, Financial Management, Organizational Development, Technical Product Management']",Beginner , Specialization , 3 - 6 Months
